instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
1965,2011-03-27,2,0,3,16,0,0,0,1,0.34,0.3333,0.34,0.0,143
2792,2011-05-01,2,0,5,5,0,0,0,1,0.4,0.4091,0.82,0.0896,10
8930,2012-01-12,1,1,1,22,0,4,1,1,0.38,0.3939,0.76,0.2985,133
14078,2012-08-14,3,1,8,18,0,2,1,1,0.76,0.7121,0.62,0.2836,854
11428,2012-04-26,2,1,4,8,0,4,1,3,0.46,0.4545,0.82,0.19399999999999998,362
1977,2011-03-28,2,0,3,5,0,1,1,1,0.18,0.1818,0.43,0.19399999999999998,8
14625,2012-09-06,3,1,9,13,0,4,1,2,0.72,0.6970000000000001,0.79,0.1045,191
17284,2012-12-28,1,1,12,0,0,5,1,2,0.24,0.2424,0.6,0.1642,25
9025,2012-01-16,1,1,1,21,1,1,0,1,0.28,0.2576,0.52,0.3284,49
13967,2012-08-10,3,1,8,3,0,5,1,2,0.72,0.6970000000000001,0.79,0.19399999999999998,9
1767,2011-03-19,1,0,3,7,0,6,0,1,0.4,0.4091,0.5,0.3284,13
4448,2011-07-09,3,0,7,5,0,6,0,2,0.62,0.5606,0.88,0.1642,15
8295,2011-12-17,4,0,12,6,0,6,0,2,0.26,0.2424,0.56,0.2836,17
2502,2011-04-19,2,0,4,3,0,2,1,1,0.48,0.4697,0.63,0.2239,3
1489,2011-03-07,1,0,3,9,0,1,1,1,0.22,0.1818,0.64,0.4627,134
12920,2012-06-27,3,1,6,12,0,3,1,1,0.76,0.6667,0.29,0.2985,322
4755,2011-07-22,3,0,7,0,0,5,1,1,0.82,0.8333,0.63,0.1343,60
11633,2012-05-04,2,1,5,21,0,5,1,1,0.64,0.6061,0.69,0.19399999999999998,235
3234,2011-05-19,2,0,5,15,0,4,1,1,0.56,0.5303,0.78,0.1642,188
14262,2012-08-22,3,1,8,10,0,3,1,1,0.7,0.6515,0.61,0.0896,225
16799,2012-12-07,4,1,12,17,0,5,1,2,0.38,0.3939,0.66,0.0,568
11637,2012-05-05,2,1,5,1,0,6,0,1,0.6,0.5606,0.83,0.0,107
543,2011-01-24,1,0,1,18,0,1,1,1,0.14,0.1364,0.59,0.19399999999999998,153
6333,2011-09-26,4,0,9,10,0,1,1,2,0.64,0.5758,0.89,0.19399999999999998,154
13790,2012-08-02,3,1,8,18,0,4,1,1,0.8,0.7727,0.59,0.2239,767
1072,2011-02-17,1,0,2,9,0,4,1,1,0.36,0.3485,0.57,0.19399999999999998,179
10946,2012-04-06,2,1,4,5,0,5,1,1,0.32,0.303,0.53,0.3284,23
16453,2012-11-23,4,1,11,6,0,5,1,1,0.24,0.2879,0.81,0.0,20
4772,2011-07-22,3,0,7,17,0,5,1,1,0.88,0.8485,0.47,0.1045,306
1656,2011-03-14,1,0,3,13,0,1,1,1,0.38,0.3939,0.36,0.3284,75
11520,2012-04-30,2,1,4,4,0,1,1,1,0.38,0.3939,0.62,0.2537,2
10468,2012-03-17,1,1,3,6,0,6,0,2,0.42,0.4242,0.94,0.19399999999999998,30
9614,2012-02-10,1,1,2,12,0,5,1,2,0.3,0.303,0.42,0.1343,176
2184,2011-04-05,2,0,4,20,0,2,1,1,0.34,0.3182,0.46,0.2836,91
2700,2011-04-27,2,0,4,9,0,3,1,2,0.6,0.5455,0.88,0.4179,181
5814,2011-09-04,3,0,9,16,0,0,0,1,0.8,0.7727,0.59,0.2239,337
16214,2012-11-13,4,1,11,7,0,2,1,3,0.32,0.303,0.87,0.2537,107
6256,2011-09-23,4,0,9,5,0,5,1,2,0.62,0.5455,0.94,0.0,22
1808,2011-03-21,2,0,3,0,0,1,1,3,0.34,0.303,0.66,0.3881,13
11593,2012-05-03,2,1,5,5,0,4,1,2,0.46,0.4545,0.88,0.2537,21
2127,2011-04-03,2,0,4,11,0,0,0,1,0.42,0.4242,0.41,0.2537,243
1012,2011-02-14,1,0,2,19,0,1,1,1,0.38,0.3939,0.43,0.4925,98
15947,2012-11-02,4,1,11,3,0,5,1,1,0.3,0.303,0.7,0.1642,3
5275,2011-08-12,3,0,8,16,0,5,1,1,0.82,0.7121,0.28,0.0,334
8528,2011-12-27,1,0,12,1,0,2,1,1,0.26,0.2727,0.7,0.1343,6
5557,2011-08-24,3,0,8,10,0,3,1,1,0.7,0.6515,0.58,0.2836,146
17132,2012-12-21,1,1,12,14,0,5,1,2,0.32,0.2879,0.39,0.4478,219
3942,2011-06-18,2,0,6,3,0,6,0,1,0.6,0.5455,0.88,0.0896,20
14802,2012-09-13,3,1,9,22,0,4,1,1,0.6,0.5909,0.69,0.1343,251
13890,2012-08-06,3,1,8,22,0,1,1,1,0.74,0.6970000000000001,0.7,0.0896,207
2075,2011-04-01,2,0,4,7,0,5,1,3,0.24,0.2424,0.93,0.0,95
4187,2011-06-28,3,0,6,8,0,2,1,1,0.7,0.6667,0.79,0.1642,456
10297,2012-03-10,1,1,3,2,0,6,0,1,0.26,0.2424,0.41,0.2537,42
10419,2012-03-15,1,1,3,5,0,4,1,1,0.46,0.4545,0.67,0.0,26
475,2011-01-21,1,0,1,19,0,5,1,1,0.12,0.1061,0.3,0.3284,96
1854,2011-03-22,2,0,3,23,0,2,1,2,0.4,0.4091,0.58,0.2537,32
915,2011-02-10,1,0,2,15,0,4,1,1,0.2,0.19699999999999998,0.25,0.2537,50
8038,2011-12-06,4,0,12,13,0,2,1,3,0.46,0.4545,1.0,0.19399999999999998,71
9672,2012-02-12,1,1,2,22,0,0,0,1,0.14,0.1515,0.43,0.1642,28
3261,2011-05-20,2,0,5,18,0,5,1,1,0.6,0.6212,0.56,0.1642,473
16343,2012-11-18,4,1,11,16,0,0,0,2,0.4,0.4091,0.62,0.3284,372
14161,2012-08-18,3,1,8,5,0,6,0,1,0.6,0.5758,0.78,0.2537,9
2895,2011-05-05,2,0,5,12,0,4,1,1,0.52,0.5,0.34,0.3582,196
17099,2012-12-20,4,1,12,5,0,4,1,2,0.3,0.3182,0.7,0.1045,35
10793,2012-03-30,2,1,3,19,0,5,1,1,0.4,0.4091,0.62,0.2239,395
11500,2012-04-29,2,1,4,8,0,0,0,1,0.38,0.3939,0.76,0.1343,107
8986,2012-01-15,1,1,1,6,0,0,0,2,0.14,0.1212,0.5,0.2836,8
10238,2012-03-07,1,1,3,15,0,3,1,1,0.54,0.5152,0.37,0.4478,209
12401,2012-06-05,2,1,6,21,0,2,1,1,0.54,0.5152,0.56,0.1642,283
13349,2012-07-15,3,1,7,9,0,0,0,2,0.72,0.6970000000000001,0.79,0.0,221
15642,2012-10-18,4,1,10,22,0,4,1,2,0.54,0.5152,0.83,0.19399999999999998,229
4668,2011-07-18,3,0,7,9,0,1,1,1,0.74,0.6970000000000001,0.67,0.2239,203
3610,2011-06-04,2,0,6,7,0,6,0,1,0.56,0.5303,0.56,0.0,87
7697,2011-11-22,4,0,11,7,0,2,1,3,0.38,0.3939,0.94,0.2239,121
14891,2012-09-17,3,1,9,15,0,1,1,2,0.64,0.6061,0.65,0.2537,338
6216,2011-09-21,3,0,9,13,0,3,1,2,0.66,0.6212,0.74,0.1642,181
7251,2011-11-03,4,0,11,17,0,4,1,1,0.48,0.4697,0.55,0.0896,498
14703,2012-09-09,3,1,9,19,0,0,0,1,0.66,0.6212,0.36,0.2537,496
1384,2011-03-02,1,0,3,22,0,3,1,1,0.3,0.2576,0.26,0.5522,48
3595,2011-06-03,2,0,6,16,0,5,1,1,0.72,0.6364,0.26,0.3284,349
2910,2011-05-06,2,0,5,3,0,5,1,1,0.36,0.3636,0.71,0.1045,9
1749,2011-03-18,1,0,3,13,0,5,1,1,0.64,0.6212,0.41,0.2836,175
11371,2012-04-23,2,1,4,23,0,1,1,1,0.32,0.3182,0.76,0.1642,59
9379,2012-01-31,1,1,1,16,0,2,1,1,0.54,0.5152,0.26,0.4478,307
1214,2011-02-23,1,0,2,15,0,3,1,1,0.34,0.3485,0.25,0.0896,72
1123,2011-02-19,1,0,2,12,0,6,0,1,0.44,0.4394,0.18,0.4925,119
3012,2011-05-10,2,0,5,9,0,2,1,2,0.52,0.5,0.48,0.1045,205
85,2011-01-04,1,0,1,16,0,2,1,1,0.3,0.2879,0.49,0.2537,83
1227,2011-02-24,1,0,2,5,0,4,1,1,0.2,0.2121,0.69,0.1343,4
9645,2012-02-11,1,1,2,19,0,6,0,2,0.2,0.1515,0.4,0.5522,87
11563,2012-05-01,2,1,5,23,0,2,1,1,0.6,0.5758,0.78,0.0,95
6677,2011-10-10,4,0,10,18,1,1,0,2,0.64,0.6212,0.53,0.0,473
6499,2011-10-03,4,0,10,8,0,1,1,2,0.36,0.3636,0.71,0.1045,372
14670,2012-09-08,3,1,9,10,0,6,0,1,0.74,0.6970000000000001,0.7,0.3881,422
8569,2011-12-28,1,0,12,19,0,3,1,1,0.24,0.2273,0.41,0.2537,151
2749,2011-04-29,2,0,4,10,0,5,1,1,0.56,0.5303,0.4,0.2836,156
3299,2011-05-22,2,0,5,8,0,0,0,1,0.6,0.5909,0.73,0.0896,94
1605,2011-03-12,1,0,3,8,0,6,0,1,0.26,0.2576,0.65,0.1642,53
9158,2012-01-22,1,1,1,11,0,0,0,3,0.16,0.1515,0.8,0.2537,133
12273,2012-05-31,2,1,5,13,0,4,1,1,0.74,0.6515,0.35,0.1343,293
3895,2011-06-16,2,0,6,4,0,4,1,2,0.56,0.5303,0.68,0.1045,6
177,2011-01-08,1,0,1,15,0,6,0,1,0.2,0.1667,0.32,0.4478,74
13431,2012-07-18,3,1,7,19,0,3,1,2,0.76,0.7121,0.62,0.1045,516
2359,2011-04-13,2,0,4,4,0,3,1,3,0.4,0.4091,0.94,0.3284,3
12024,2012-05-21,2,1,5,4,0,1,1,3,0.56,0.5303,0.88,0.2985,7
2232,2011-04-07,2,0,4,20,0,4,1,1,0.44,0.4394,0.62,0.1642,203
14098,2012-08-15,3,1,8,14,0,3,1,2,0.76,0.6970000000000001,0.52,0.2985,255
10207,2012-03-06,1,1,3,8,0,2,1,1,0.16,0.1818,0.59,0.1045,501
16002,2012-11-04,4,1,11,10,0,0,0,1,0.34,0.3333,0.49,0.19399999999999998,360
6014,2011-09-13,3,0,9,3,0,2,1,1,0.58,0.5455,0.83,0.0,4
2415,2011-04-15,2,0,4,12,1,5,0,1,0.52,0.5,0.55,0.2836,200
1431,2011-03-04,1,0,3,21,0,5,1,2,0.3,0.2879,0.7,0.2239,70
1513,2011-03-08,1,0,3,9,0,2,1,1,0.26,0.2576,0.41,0.1642,151
7376,2011-11-08,4,0,11,22,0,2,1,1,0.36,0.3788,0.87,0.0,108
14975,2012-09-21,3,1,9,3,0,5,1,1,0.5,0.4848,0.77,0.0896,12
4534,2011-07-12,3,0,7,19,0,2,1,1,0.84,0.7576,0.44,0.2836,337
5021,2011-08-02,3,0,8,2,0,2,1,1,0.68,0.6364,0.69,0.0,8
10620,2012-03-23,2,1,3,14,0,5,1,2,0.72,0.6515,0.42,0.1045,432
15758,2012-10-23,4,1,10,18,0,2,1,1,0.62,0.6212,0.53,0.0896,826
2585,2011-04-22,2,0,4,14,0,5,1,3,0.34,0.3182,0.87,0.2537,36
12948,2012-06-28,3,1,6,16,0,4,1,1,0.88,0.7424,0.23,0.19399999999999998,387
13274,2012-07-12,3,1,7,6,0,4,1,1,0.64,0.6061,0.73,0.0896,178
13992,2012-08-11,3,1,8,4,0,6,0,1,0.62,0.5758,0.83,0.1045,10
16249,2012-11-14,4,1,11,18,0,3,1,1,0.32,0.3182,0.53,0.1642,567
2405,2011-04-15,2,0,4,2,1,5,0,1,0.4,0.4091,0.76,0.0,18
12060,2012-05-22,2,1,5,16,0,2,1,1,0.68,0.6364,0.61,0.1045,386
2617,2011-04-23,2,0,4,22,0,6,0,2,0.58,0.5455,0.78,0.2537,169
8132,2011-12-10,4,0,12,11,0,6,0,1,0.32,0.2879,0.53,0.4179,236
1298,2011-02-27,1,0,2,6,0,0,0,1,0.24,0.2879,0.87,0.0,3
11434,2012-04-26,2,1,4,14,0,4,1,2,0.54,0.5152,0.77,0.19399999999999998,169
554,2011-01-25,1,0,1,6,0,2,1,1,0.16,0.1818,0.74,0.1045,36
9070,2012-01-18,1,1,1,19,0,3,1,1,0.22,0.19699999999999998,0.37,0.3881,256
10867,2012-04-02,2,1,4,22,0,1,1,1,0.42,0.4242,0.44,0.19399999999999998,123
16772,2012-12-06,4,1,12,14,0,4,1,1,0.3,0.3182,0.42,0.0896,212
16639,2012-12-01,4,1,12,1,0,6,0,1,0.26,0.303,0.81,0.0,69
5182,2011-08-08,3,0,8,19,0,1,1,1,0.82,0.7424,0.43,0.1045,416
11582,2012-05-02,2,1,5,18,0,3,1,1,0.56,0.5303,0.73,0.2239,813
12566,2012-06-12,2,1,6,18,0,2,1,1,0.68,0.6364,0.83,0.19399999999999998,653
2996,2011-05-09,2,0,5,17,0,1,1,1,0.62,0.6212,0.38,0.2537,598
435,2011-01-20,1,0,1,3,0,4,1,1,0.26,0.2576,0.56,0.1642,1
6608,2011-10-07,4,0,10,21,0,5,1,1,0.5,0.4848,0.68,0.0,166
10971,2012-04-07,2,1,4,6,0,6,0,1,0.32,0.3182,0.36,0.19399999999999998,19
5810,2011-09-04,3,0,9,12,0,0,0,1,0.76,0.7273,0.66,0.1642,435
6625,2011-10-08,4,0,10,14,0,6,0,1,0.62,0.6212,0.5,0.0896,465
14051,2012-08-13,3,1,8,15,0,1,1,1,0.82,0.7273,0.34,0.2239,274
14650,2012-09-07,3,1,9,14,0,5,1,1,0.8,0.7727,0.59,0.2537,253
15557,2012-10-15,4,1,10,9,0,1,1,3,0.6,0.5909,0.69,0.3881,359
2698,2011-04-27,2,0,4,7,0,3,1,2,0.58,0.5455,0.88,0.2836,246
1334,2011-02-28,1,0,2,20,0,1,1,3,0.44,0.4394,0.88,0.6119,45
510,2011-01-23,1,0,1,8,0,0,0,1,0.06,0.0758,0.62,0.1642,19
4450,2011-07-09,3,0,7,7,0,6,0,1,0.66,0.6061,0.78,0.19399999999999998,71
4851,2011-07-26,3,0,7,0,0,2,1,1,0.7,0.6667,0.79,0.1045,28
11379,2012-04-24,2,1,4,7,0,2,1,1,0.32,0.303,0.66,0.2836,390
1534,2011-03-09,1,0,3,6,0,3,1,2,0.24,0.2576,0.85,0.1045,49
11454,2012-04-27,2,1,4,10,0,5,1,1,0.44,0.4394,0.38,0.4179,236
7566,2011-11-16,4,0,11,20,0,3,1,3,0.44,0.4394,0.88,0.3881,99
10258,2012-03-08,1,1,3,11,0,4,1,2,0.54,0.5152,0.6,0.4627,204
13651,2012-07-27,3,1,7,23,0,5,1,1,0.76,0.7273,0.66,0.0,189
14112,2012-08-16,3,1,8,4,0,4,1,1,0.62,0.5909,0.73,0.2239,5
8142,2011-12-10,4,0,12,21,0,6,0,1,0.22,0.2121,0.44,0.2239,83
10640,2012-03-24,2,1,3,10,0,6,0,2,0.52,0.5,0.88,0.19399999999999998,345
6558,2011-10-05,4,0,10,19,0,3,1,1,0.58,0.5455,0.56,0.1343,374
11212,2012-04-17,2,1,4,8,0,2,1,1,0.6,0.6212,0.43,0.2239,673
16207,2012-11-13,4,1,11,0,0,2,1,2,0.52,0.5,0.83,0.2836,23
16463,2012-11-23,4,1,11,16,0,5,1,2,0.48,0.4697,0.41,0.1045,357
12524,2012-06-11,2,1,6,0,0,1,1,1,0.7,0.6515,0.65,0.1045,41
933,2011-02-11,1,0,2,11,0,5,1,1,0.22,0.2273,0.47,0.1343,64
14930,2012-09-19,3,1,9,6,0,3,1,1,0.52,0.5,0.63,0.2537,172
10469,2012-03-17,1,1,3,7,0,6,0,2,0.4,0.4091,1.0,0.1343,86
17260,2012-12-27,1,1,12,0,0,4,1,3,0.26,0.2273,0.87,0.2985,3
9361,2012-01-30,1,1,1,22,0,1,1,1,0.28,0.2727,0.48,0.2239,94
12126,2012-05-25,2,1,5,10,0,5,1,1,0.68,0.6364,0.79,0.1642,232
10494,2012-03-18,1,1,3,8,0,0,0,2,0.42,0.4242,0.88,0.1045,96
3616,2011-06-04,2,0,6,13,0,6,0,1,0.74,0.6515,0.28,0.1343,456
14774,2012-09-12,3,1,9,18,0,3,1,1,0.66,0.6212,0.44,0.2537,977
1369,2011-03-02,1,0,3,7,0,3,1,1,0.22,0.2121,0.64,0.2537,110
7291,2011-11-05,4,0,11,9,0,6,0,1,0.3,0.2727,0.56,0.2985,141
10286,2012-03-09,1,1,3,15,0,5,1,1,0.46,0.4545,0.24,0.2537,238
1548,2011-03-09,1,0,3,20,0,3,1,2,0.32,0.3182,0.87,0.19399999999999998,91
7126,2011-10-29,4,0,10,12,0,6,0,3,0.24,0.19699999999999998,0.87,0.4925,50
7342,2011-11-07,4,0,11,12,0,1,1,1,0.46,0.4545,0.67,0.0,179
6425,2011-09-30,4,0,9,6,0,5,1,1,0.52,0.5,0.83,0.2239,98
8064,2011-12-07,4,0,12,15,0,3,1,3,0.42,0.4242,0.94,0.2239,30
12636,2012-06-15,2,1,6,16,0,5,1,1,0.72,0.6515,0.37,0.19399999999999998,558
3975,2011-06-19,2,0,6,12,0,0,0,2,0.74,0.6818,0.55,0.0896,396
6491,2011-10-03,4,0,10,0,0,1,1,1,0.34,0.3485,0.87,0.1045,16
354,2011-01-16,1,0,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,2
12123,2012-05-25,2,1,5,7,0,5,1,2,0.62,0.5606,0.88,0.1642,359
16465,2012-11-23,4,1,11,18,0,5,1,2,0.46,0.4545,0.44,0.0,208
14977,2012-09-21,3,1,9,5,0,5,1,1,0.5,0.4848,0.82,0.0,49
3014,2011-05-10,2,0,5,11,0,2,1,2,0.56,0.5303,0.43,0.1343,125
10456,2012-03-16,1,1,3,18,0,5,1,3,0.48,0.4697,0.82,0.0896,408
1936,2011-03-26,2,0,3,10,0,6,0,1,0.26,0.2576,0.41,0.1642,125
804,2011-02-05,1,0,2,22,0,6,0,1,0.26,0.2727,0.93,0.1343,45
9239,2012-01-25,1,1,1,20,0,3,1,1,0.32,0.3182,0.61,0.19399999999999998,235
3669,2011-06-06,2,0,6,18,0,1,1,1,0.76,0.6667,0.31,0.1343,556
5355,2011-08-16,3,0,8,0,0,2,1,1,0.64,0.6061,0.69,0.1045,31
11020,2012-04-09,2,1,4,7,0,1,1,1,0.42,0.4242,0.28,0.19399999999999998,331
16121,2012-11-09,4,1,11,10,0,5,1,1,0.36,0.3333,0.5,0.3284,197
9704,2012-02-14,1,1,2,6,0,2,1,2,0.26,0.303,0.56,0.0,90
14245,2012-08-21,3,1,8,17,0,2,1,1,0.74,0.6667,0.51,0.2836,878
8798,2012-01-07,1,1,1,9,0,6,0,1,0.22,0.2273,0.8,0.1343,130
13132,2012-07-06,3,1,7,8,0,5,1,1,0.8,0.7121,0.41,0.1642,585
2924,2011-05-06,2,0,5,17,0,5,1,1,0.58,0.5455,0.4,0.3582,553
16925,2012-12-12,4,1,12,23,0,3,1,2,0.28,0.2727,0.56,0.2239,79
8331,2011-12-18,4,0,12,18,0,0,0,1,0.28,0.2727,0.45,0.19399999999999998,138
10394,2012-03-14,1,1,3,4,0,3,1,1,0.48,0.4697,0.67,0.0896,5
6498,2011-10-03,4,0,10,7,0,1,1,2,0.36,0.3485,0.71,0.1343,249
1723,2011-03-17,1,0,3,10,0,4,1,1,0.44,0.4394,0.54,0.3284,78
14360,2012-08-26,3,1,8,12,0,0,0,3,0.72,0.6970000000000001,0.74,0.3582,626
1062,2011-02-16,1,0,2,23,0,3,1,1,0.38,0.3939,0.4,0.2239,33
1374,2011-03-02,1,0,3,12,0,3,1,1,0.4,0.4091,0.43,0.19399999999999998,82
7713,2011-11-22,4,0,11,23,0,2,1,2,0.48,0.4697,0.94,0.2537,39
5427,2011-08-19,3,0,8,0,0,5,1,3,0.68,0.6364,0.69,0.19399999999999998,62
15370,2012-10-07,4,1,10,14,0,0,0,2,0.44,0.4394,0.67,0.0,314
16280,2012-11-16,4,1,11,1,0,5,1,2,0.3,0.3182,0.65,0.0896,21
8763,2012-01-05,1,1,1,22,0,4,1,1,0.26,0.2576,0.6,0.1642,71
11296,2012-04-20,2,1,4,20,0,5,1,1,0.58,0.5455,0.56,0.1642,341
8577,2011-12-29,1,0,12,3,0,4,1,1,0.2,0.19699999999999998,0.55,0.19399999999999998,2
16853,2012-12-09,4,1,12,23,0,0,0,3,0.36,0.3636,1.0,0.0896,51
9595,2012-02-09,1,1,2,17,0,4,1,1,0.34,0.3333,0.34,0.1343,399
6089,2011-09-16,3,0,9,6,0,5,1,1,0.38,0.3939,0.71,0.2239,93
12785,2012-06-21,3,1,6,21,0,4,1,1,0.82,0.7727,0.52,0.19399999999999998,311
8638,2011-12-31,1,0,12,16,0,6,0,1,0.44,0.4394,0.51,0.3881,195
6071,2011-09-15,3,0,9,12,0,4,1,2,0.66,0.6212,0.69,0.2985,179
16875,2012-12-10,4,1,12,21,0,1,1,2,0.46,0.4545,0.94,0.19399999999999998,245
6178,2011-09-19,3,0,9,23,0,1,1,2,0.56,0.5303,0.73,0.19399999999999998,68
6642,2011-10-09,4,0,10,7,0,0,0,1,0.44,0.4394,0.86,0.0,44
10193,2012-03-05,1,1,3,18,0,1,1,3,0.28,0.2273,0.55,0.6567,375
13042,2012-07-02,3,1,7,14,0,1,1,1,0.86,0.7576,0.34,0.2239,230
13667,2012-07-28,3,1,7,15,0,6,0,1,0.88,0.7727,0.32,0.2836,497
5423,2011-08-18,3,0,8,20,0,4,1,1,0.66,0.6061,0.83,0.1045,165
7274,2011-11-04,4,0,11,16,0,5,1,1,0.46,0.4545,0.36,0.3881,290
13072,2012-07-03,3,1,7,20,0,2,1,3,0.76,0.6970000000000001,0.55,0.4925,376
8485,2011-12-25,1,0,12,5,0,0,0,1,0.2,0.2273,0.75,0.1045,1
11441,2012-04-26,2,1,4,21,0,4,1,1,0.52,0.5,0.83,0.2239,250
7751,2011-11-24,4,0,11,13,1,4,0,1,0.48,0.4697,0.33,0.2239,175
5036,2011-08-02,3,0,8,17,0,2,1,2,0.9,0.7879,0.27,0.1343,556
843,2011-02-07,1,0,2,13,0,1,1,2,0.36,0.3636,0.57,0.0896,64
10068,2012-02-29,1,1,2,13,0,3,1,2,0.36,0.3333,0.93,0.3582,76
2092,2011-04-02,2,0,4,0,0,6,0,2,0.3,0.3333,0.61,0.0,32
3647,2011-06-05,2,0,6,20,0,0,0,1,0.66,0.6212,0.69,0.19399999999999998,279
504,2011-01-23,1,0,1,1,0,0,0,1,0.04,0.0758,0.57,0.1045,13
2272,2011-04-09,2,0,4,12,0,6,0,2,0.36,0.3485,0.81,0.1343,202
6384,2011-09-28,4,0,9,13,0,3,1,1,0.7,0.6667,0.74,0.2537,162
16973,2012-12-14,4,1,12,23,0,5,1,1,0.28,0.303,0.75,0.0896,134
15749,2012-10-23,4,1,10,9,0,2,1,2,0.5,0.4848,0.72,0.1045,334
169,2011-01-08,1,0,1,7,0,6,0,2,0.16,0.1818,0.74,0.1045,9
7734,2011-11-23,4,0,11,20,0,3,1,1,0.36,0.3333,0.62,0.3881,68
15257,2012-10-02,4,1,10,21,0,2,1,3,0.62,0.5455,0.94,0.1045,289
6827,2011-10-17,4,0,10,0,0,1,1,1,0.54,0.5152,0.56,0.3284,37
2865,2011-05-04,2,0,5,6,0,3,1,3,0.34,0.303,0.93,0.3881,21
5478,2011-08-21,3,0,8,3,0,0,0,1,0.66,0.6061,0.83,0.2239,51
15275,2012-10-03,4,1,10,15,0,3,1,2,0.72,0.6818,0.62,0.1642,319
1237,2011-02-24,1,0,2,15,0,4,1,3,0.4,0.4091,0.54,0.3881,63
16753,2012-12-05,4,1,12,19,0,3,1,1,0.38,0.3939,0.43,0.3582,414
15,2011-01-01,1,0,1,14,0,6,0,2,0.46,0.4545,0.72,0.2836,106
4886,2011-07-27,3,0,7,11,0,3,1,1,0.8,0.6970000000000001,0.31,0.0,136
683,2011-01-31,1,0,1,18,0,1,1,2,0.16,0.1515,0.55,0.2239,156
9536,2012-02-07,1,1,2,6,0,2,1,1,0.32,0.303,0.45,0.2985,100
15073,2012-09-25,4,1,9,5,0,2,1,1,0.42,0.4242,0.77,0.0896,47
5401,2011-08-17,3,0,8,22,0,3,1,1,0.7,0.6515,0.65,0.19399999999999998,171
4721,2011-07-20,3,0,7,14,0,3,1,1,0.86,0.8333,0.53,0.2239,127
14314,2012-08-24,3,1,8,14,0,5,1,1,0.78,0.6970000000000001,0.43,0.1045,338
8199,2011-12-13,4,0,12,6,0,2,1,1,0.2,0.2576,0.8,0.0,92
3911,2011-06-16,2,0,6,20,0,4,1,1,0.62,0.5758,0.83,0.3284,201
9506,2012-02-05,1,1,2,23,0,0,0,1,0.24,0.2424,0.7,0.1343,42
15631,2012-10-18,4,1,10,11,0,4,1,2,0.56,0.5303,0.56,0.2239,268
17214,2012-12-25,1,1,12,1,1,2,0,2,0.26,0.2576,0.87,0.1642,13
12736,2012-06-19,2,1,6,20,0,2,1,1,0.8,0.7576,0.55,0.2537,458
4337,2011-07-04,3,0,7,14,1,1,0,1,0.8,0.7273,0.46,0.0,408
13160,2012-07-07,3,1,7,12,0,6,0,1,0.96,0.8636,0.31,0.3582,342
7121,2011-10-29,4,0,10,7,0,6,0,3,0.26,0.2273,0.87,0.3582,7
6,2011-01-01,1,0,1,5,0,6,0,2,0.24,0.2576,0.75,0.0896,1
7642,2011-11-20,4,0,11,0,0,0,0,1,0.38,0.3939,0.66,0.1642,93
12638,2012-06-15,2,1,6,18,0,5,1,1,0.72,0.6515,0.39,0.2239,693
1660,2011-03-14,1,0,3,17,0,1,1,1,0.38,0.3939,0.4,0.19399999999999998,271
6620,2011-10-08,4,0,10,9,0,6,0,1,0.5,0.4848,0.77,0.0,217
6926,2011-10-21,4,0,10,4,0,5,1,1,0.36,0.3485,0.71,0.1642,6
10318,2012-03-10,1,1,3,23,0,6,0,1,0.26,0.2576,0.41,0.19399999999999998,83
8574,2011-12-29,1,0,12,0,0,4,1,2,0.22,0.2273,0.47,0.19399999999999998,28
6509,2011-10-03,4,0,10,18,0,1,1,2,0.4,0.4091,0.76,0.1642,412
488,2011-01-22,1,0,1,9,0,6,0,1,0.04,0.0303,0.41,0.2537,40
14414,2012-08-28,3,1,8,18,0,2,1,1,0.78,0.6970000000000001,0.4,0.2537,818
120,2011-01-06,1,0,1,5,0,4,1,2,0.14,0.1818,0.69,0.0896,4
3001,2011-05-09,2,0,5,22,0,1,1,1,0.52,0.5,0.68,0.0896,116
12780,2012-06-21,3,1,6,16,0,4,1,1,0.9,0.8182,0.35,0.1343,320
6888,2011-10-19,4,0,10,14,0,3,1,3,0.54,0.5152,0.94,0.1642,97
9304,2012-01-28,1,1,1,13,0,6,0,1,0.34,0.3182,0.57,0.2537,373
6546,2011-10-05,4,0,10,7,0,3,1,1,0.46,0.4545,0.77,0.1045,301
15425,2012-10-09,4,1,10,21,0,2,1,2,0.48,0.4697,0.77,0.1343,225
9318,2012-01-29,1,1,1,3,0,0,0,1,0.26,0.2576,0.28,0.19399999999999998,21
10934,2012-04-05,2,1,4,17,0,4,1,1,0.5,0.4848,0.31,0.1642,822
10225,2012-03-07,1,1,3,2,0,3,1,1,0.3,0.2879,0.56,0.2836,4
1403,2011-03-03,1,0,3,17,0,4,1,1,0.26,0.303,0.22,0.0,202
3878,2011-06-15,2,0,6,11,0,3,1,1,0.68,0.6364,0.36,0.0,164
10052,2012-02-28,1,1,2,20,0,2,1,1,0.4,0.4091,0.3,0.1343,204
16089,2012-11-08,4,1,11,1,0,4,1,3,0.3,0.2727,0.52,0.3582,12
17181,2012-12-23,1,1,12,15,0,0,0,1,0.34,0.3333,0.34,0.1343,137
287,2011-01-13,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,139
